employee_id,survey_date,satisfaction_score,engagement_index,manager_effectiveness,enps,comments
836,2024-10-01,7,9,9,-20,Positive attitude and dependable delivery on commitments.
836,2025-07-28,10,2,5,-2,Solid foundation—set clearer milestones to improve predictability.
837,2022-10-01,8,5,8,45,Good performance with growing influence across the team.
837,2023-10-01,7,8,7,-1,Positive attitude and dependable delivery on commitments.
837,2024-10-01,6,9,8,14,Shows steady progress and communicates effectively with stakeholders.
837,2025-03-26,6,3,7,3,Engagement is steady; increase participation in reviews and retros.
838,2024-10-01,8,9,9,0,Outstanding performance with visible impact on team outcomes.
838,2025-10-01,7,9,8,22,Good performance with growing influence across the team.
839,2020-10-01,7,7,8,30,Shows steady progress and communicates effectively with stakeholders.
839,2021-10-01,6,7,9,-17,Positive attitude and dependable delivery on commitments.
839,2022-10-01,9,9,9,6,Exhibits strong leadership and proactive problem solving.
839,2023-10-01,7,5,6,29,Meets most expectations; focus on prioritization and follow‑through.
839,2024-10-01,6,6,7,52,Works well with peers; develop deeper technical/role‑specific skills.
839,2025-01-04,8,4,6,62,Improve consistency and proactively flag risks earlier.
840,2023-10-01,8,6,8,26,Good performance with growing influence across the team.
840,2024-10-01,9,5,7,52,Positive attitude and dependable delivery on commitments.
840,2025-02-13,7,6,7,10,Solid foundation—set clearer milestones to improve predictability.
841,2021-10-01,8,6,6,19,Engagement is steady; increase participation in reviews and retros.
841,2022-10-01,6,6,7,22,Works well with peers; develop deeper technical/role‑specific skills.
841,2023-10-01,7,8,9,21,Good performance with growing influence across the team.
841,2024-10-01,9,8,7,42,Shows steady progress and communicates effectively with stakeholders.
841,2025-10-01,9,9,8,65,Outstanding performance with visible impact on team outcomes.
842,2022-10-01,7,5,6,-20,Meets most expectations; focus on prioritization and follow‑through.
842,2023-10-01,6,9,6,-19,Good performance with growing influence across the team.
842,2024-10-01,8,5,8,36,Positive attitude and dependable delivery on commitments.
842,2025-10-01,9,9,7,-8,Reliable contributor with solid results and good collaboration.
843,2022-10-01,6,7,7,62,Engagement is steady; increase participation in reviews and retros.
843,2023-10-01,7,8,8,-11,Good performance with growing influence across the team.
843,2024-10-01,8,8,6,18,Positive attitude and dependable delivery on commitments.
843,2025-10-01,6,5,8,-2,Works well with peers; develop deeper technical/role‑specific skills.
844,2024-10-01,8,8,7,-5,Good performance with growing influence across the team.
844,2025-02-22,9,9,7,49,Reliable contributor with solid results and good collaboration.
845,2024-10-01,6,8,7,-19,Positive attitude and dependable delivery on commitments.
845,2025-07-23,7,4,8,19,Improve consistency and proactively flag risks earlier.
846,2021-10-01,6,5,7,38,Works well with peers; develop deeper technical/role‑specific skills.
846,2022-10-01,8,7,6,69,Positive attitude and dependable delivery on commitments.
846,2023-10-01,9,5,7,7,Reliable contributor with solid results and good collaboration.
846,2024-10-01,6,8,9,-17,Good performance with growing influence across the team.
846,2025-10-01,6,8,9,39,Reliable contributor with solid results and good collaboration.
847,2024-10-01,9,6,6,53,Good performance with growing influence across the team.
847,2025-01-25,4,3,10,0,Solid foundation—set clearer milestones to improve predictability.
848,2025-10-01,6,5,8,70,Works well with peers; develop deeper technical/role‑specific skills.
849,2022-10-01,8,8,7,14,Positive attitude and dependable delivery on commitments.
849,2023-10-01,6,7,7,10,Meets most expectations; focus on prioritization and follow‑through.
849,2024-10-27,5,10,6,13,Reliable contributor with solid results and good collaboration.
849,2025-10-01,9,5,6,52,Improve consistency and proactively flag risks earlier.
850,2020-10-01,9,9,9,9,Outstanding performance with visible impact on team outcomes.
850,2021-10-01,6,7,8,-9,Good performance with growing influence across the team.
850,2022-10-01,8,8,9,49,Reliable contributor with solid results and good collaboration.
850,2023-10-01,7,7,8,50,Shows steady progress and communicates effectively with stakeholders.
850,2024-03-30,7,3,7,1,Improve consistency and proactively flag risks earlier.
850,2025-10-01,7,7,8,32,Positive attitude and dependable delivery on commitments.
851,2024-10-01,7,9,9,27,Good performance with growing influence across the team.
851,2025-10-01,9,7,8,-2,Quality of work is strong; continue building cross‑functional partnerships.
852,2024-10-01,9,9,9,26,Exhibits strong leadership and proactive problem solving.
852,2025-10-01,9,5,8,-3,Good performance with growing influence across the team.
853,2020-10-01,8,7,9,37,Good performance with growing influence across the team.
853,2021-10-01,7,5,8,44,Solid foundation—set clearer milestones to improve predictability.
853,2022-10-01,7,9,8,49,Shows steady progress and communicates effectively with stakeholders.
853,2023-10-01,7,9,7,6,Shows steady progress and communicates effectively with stakeholders.
853,2024-10-01,9,5,9,-6,Quality of work is strong; continue building cross‑functional partnerships.
853,2025-06-09,6,4,10,40,Works well with peers; develop deeper technical/role‑specific skills.
854,2022-10-01,6,9,6,53,Good performance with growing influence across the team.
854,2023-10-01,6,7,7,9,Works well with peers; develop deeper technical/role‑specific skills.
854,2024-06-27,10,5,4,-1,Solid foundation—set clearer milestones to improve predictability.
854,2025-08-13,10,6,7,73,Quality of work is strong; continue building cross‑functional partnerships.
855,2021-10-01,8,8,6,21,Reliable contributor with solid results and good collaboration.
855,2022-10-01,8,9,9,46,Highly engaged; drives initiatives and mentors peers effectively.
855,2023-10-01,9,6,8,32,Reliable contributor with solid results and good collaboration.
855,2024-11-29,9,10,9,3,Highly engaged; drives initiatives and mentors peers effectively.
855,2025-08-16,10,4,4,9,Engagement is steady; increase participation in reviews and retros.
856,2021-10-01,6,6,9,-1,Positive attitude and dependable delivery on commitments.
856,2022-10-01,7,5,6,43,Improve consistency and proactively flag risks earlier.
856,2023-10-01,7,5,8,10,Works well with peers; develop deeper technical/role‑specific skills.
856,2024-10-01,9,7,7,49,Reliable contributor with solid results and good collaboration.
856,2025-10-01,6,6,6,-18,Works well with peers; develop deeper technical/role‑specific skills.
857,2023-10-01,6,7,6,6,Engagement is steady; increase participation in reviews and retros.
857,2024-10-01,7,5,6,12,Meets most expectations; focus on prioritization and follow‑through.
857,2025-10-01,9,5,9,25,Reliable contributor with solid results and good collaboration.
858,2021-10-01,9,5,8,23,Good performance with growing influence across the team.
858,2022-10-01,9,7,7,18,Quality of work is strong; continue building cross‑functional partnerships.
858,2023-10-01,9,9,9,61,Consistently exceeds expectations and sets a strong example for the team.
858,2024-10-01,6,8,6,43,Works well with peers; develop deeper technical/role‑specific skills.
858,2025-10-01,8,7,6,12,Reliable contributor with solid results and good collaboration.
859,2023-10-01,9,8,6,34,Shows steady progress and communicates effectively with stakeholders.
859,2024-01-19,6,9,9,29,Positive attitude and dependable delivery on commitments.
859,2025-06-29,5,9,4,-22,Engagement is steady; increase participation in reviews and retros.
860,2024-10-01,8,8,6,28,Positive attitude and dependable delivery on commitments.
860,2025-10-01,6,8,6,40,Works well with peers; develop deeper technical/role‑specific skills.
861,2023-10-01,8,9,6,-10,Positive attitude and dependable delivery on commitments.
861,2024-10-01,7,5,9,28,Positive attitude and dependable delivery on commitments.
861,2025-10-01,8,6,9,-16,Positive attitude and dependable delivery on commitments.
862,2020-10-01,8,7,9,7,Positive attitude and dependable delivery on commitments.
862,2021-10-01,9,5,6,67,Engagement is steady; increase participation in reviews and retros.
862,2022-10-01,7,9,6,44,Shows steady progress and communicates effectively with stakeholders.
862,2023-10-01,9,5,7,39,Shows steady progress and communicates effectively with stakeholders.
862,2024-10-01,8,9,9,48,Exhibits strong leadership and proactive problem solving.
862,2025-10-01,6,7,6,69,Improve consistency and proactively flag risks earlier.
863,2024-10-31,8,10,8,29,Outstanding performance with visible impact on team outcomes.
863,2025-07-13,7,4,6,75,Engagement is steady; increase participation in reviews and retros.
864,2021-10-01,9,6,9,17,Positive attitude and dependable delivery on commitments.
864,2022-10-01,7,5,8,56,Works well with peers; develop deeper technical/role‑specific skills.
864,2023-10-01,8,8,6,67,Positive attitude and dependable delivery on commitments.
864,2024-10-01,7,5,7,41,Improve consistency and proactively flag risks earlier.
864,2025-07-20,6,8,7,20,Quality of work is strong; continue building cross‑functional partnerships.
865,2025-10-01,9,6,6,29,Shows steady progress and communicates effectively with stakeholders.
866,2022-10-01,7,8,6,18,Shows steady progress and communicates effectively with stakeholders.
866,2023-10-01,7,6,8,67,Reliable contributor with solid results and good collaboration.
866,2024-01-15,7,5,6,18,Meets most expectations; focus on prioritization and follow‑through.
866,2025-10-01,9,6,9,69,Reliable contributor with solid results and good collaboration.
867,2020-10-01,6,5,7,-3,Improve consistency and proactively flag risks earlier.
867,2021-10-01,7,9,6,36,Positive attitude and dependable delivery on commitments.
867,2022-10-01,9,7,9,-18,Positive attitude and dependable delivery on commitments.
867,2023-10-01,8,9,6,33,Shows steady progress and communicates effectively with stakeholders.
867,2024-10-01,9,5,8,35,Reliable contributor with solid results and good collaboration.
867,2025-10-01,9,5,6,-9,Improve consistency and proactively flag risks earlier.
868,2022-10-01,8,7,9,31,Positive attitude and dependable delivery on commitments.
868,2023-10-01,7,6,6,-17,Solid foundation—set clearer milestones to improve predictability.
868,2024-06-04,7,6,5,18,Engagement is steady; increase participation in reviews and retros.
868,2025-10-01,7,5,7,65,Solid foundation—set clearer milestones to improve predictability.
869,2022-10-01,7,8,8,51,Good performance with growing influence across the team.
869,2023-10-01,8,8,6,64,Shows steady progress and communicates effectively with stakeholders.
869,2024-11-27,7,8,7,9,Positive attitude and dependable delivery on commitments.
869,2025-10-01,7,9,9,-6,Good performance with growing influence across the team.
870,2022-10-01,6,6,7,-2,Solid foundation—set clearer milestones to improve predictability.
870,2023-10-01,8,6,9,-19,Good performance with growing influence across the team.
870,2024-10-01,8,5,6,-6,Solid foundation—set clearer milestones to improve predictability.
870,2025-10-01,8,9,6,18,Positive attitude and dependable delivery on commitments.
871,2020-10-01,7,7,7,41,Quality of work is strong; continue building cross‑functional partnerships.
871,2021-10-01,7,6,9,41,Shows steady progress and communicates effectively with stakeholders.
871,2022-10-01,9,6,6,2,Shows steady progress and communicates effectively with stakeholders.
871,2023-10-01,9,9,6,-2,Positive attitude and dependable delivery on commitments.
871,2024-10-01,7,9,7,-12,Good performance with growing influence across the team.
871,2025-02-15,5,9,5,9,Meets most expectations; focus on prioritization and follow‑through.
872,2023-10-01,9,9,6,52,Good performance with growing influence across the team.
872,2024-10-01,7,6,9,60,Positive attitude and dependable delivery on commitments.
872,2025-10-01,8,6,8,32,Shows steady progress and communicates effectively with stakeholders.
873,2020-10-01,6,8,6,21,Engagement is steady; increase participation in reviews and retros.
873,2021-10-01,9,5,7,65,Quality of work is strong; continue building cross‑functional partnerships.
873,2022-10-01,8,8,9,57,Positive attitude and dependable delivery on commitments.
873,2023-10-01,7,6,9,58,Good performance with growing influence across the team.
873,2024-10-01,9,6,7,56,Good performance with growing influence across the team.
873,2025-10-01,8,8,6,35,Quality of work is strong; continue building cross‑functional partnerships.
874,2020-10-01,6,8,6,51,Meets most expectations; focus on prioritization and follow‑through.
874,2021-10-01,6,6,6,27,Meets most expectations; focus on prioritization and follow‑through.
874,2022-10-01,8,8,8,39,Good performance with growing influence across the team.
874,2023-10-01,8,7,8,19,Positive attitude and dependable delivery on commitments.
874,2024-11-30,7,6,5,10,Works well with peers; develop deeper technical/role‑specific skills.
874,2025-10-01,9,9,9,29,Consistently exceeds expectations and sets a strong example for the team.
875,2022-10-01,7,8,8,-9,Good performance with growing influence across the team.
875,2023-10-01,9,7,6,12,Positive attitude and dependable delivery on commitments.
875,2024-12-10,6,10,5,-25,Reliable contributor with solid results and good collaboration.
875,2025-10-01,8,7,8,56,Shows steady progress and communicates effectively with stakeholders.
876,2020-10-01,7,7,8,10,Good performance with growing influence across the team.
876,2021-10-01,7,7,8,4,Quality of work is strong; continue building cross‑functional partnerships.
876,2022-10-01,8,9,9,15,Exhibits strong leadership and proactive problem solving.
876,2023-10-01,8,9,9,65,Highly engaged; drives initiatives and mentors peers effectively.
876,2024-10-01,7,9,7,68,Reliable contributor with solid results and good collaboration.
876,2025-10-01,8,6,8,49,Good performance with growing influence across the team.
877,2025-10-01,8,6,9,54,Good performance with growing influence across the team.
878,2022-10-01,7,5,8,61,Meets most expectations; focus on prioritization and follow‑through.
878,2023-10-01,7,6,8,3,Shows steady progress and communicates effectively with stakeholders.
878,2024-10-01,9,7,7,30,Positive attitude and dependable delivery on commitments.
878,2025-10-01,9,7,9,48,Reliable contributor with solid results and good collaboration.
879,2021-10-01,8,6,8,57,Good performance with growing influence across the team.
879,2022-10-01,6,7,6,28,Engagement is steady; increase participation in reviews and retros.
879,2023-10-01,9,5,6,4,Works well with peers; develop deeper technical/role‑specific skills.
879,2024-10-01,8,8,9,50,Good performance with growing influence across the team.
879,2025-10-01,8,9,9,5,Consistently exceeds expectations and sets a strong example for the team.
880,2023-10-01,8,5,9,60,Quality of work is strong; continue building cross‑functional partnerships.
880,2024-10-01,9,9,6,40,Good performance with growing influence across the team.
880,2025-10-01,9,8,8,-5,Reliable contributor with solid results and good collaboration.
881,2023-10-01,7,6,6,26,Solid foundation—set clearer milestones to improve predictability.
881,2024-10-01,6,5,6,15,Solid foundation—set clearer milestones to improve predictability.
881,2025-04-28,7,10,7,81,Good performance with growing influence across the team.
882,2023-10-01,6,9,8,-4,Positive attitude and dependable delivery on commitments.
882,2024-10-01,6,8,7,-15,Good performance with growing influence across the team.
882,2025-10-01,6,5,6,23,Works well with peers; develop deeper technical/role‑specific skills.
883,2025-10-01,8,7,9,10,Positive attitude and dependable delivery on commitments.
884,2024-10-01,7,6,8,50,Quality of work is strong; continue building cross‑functional partnerships.
884,2025-10-01,8,6,7,-18,Quality of work is strong; continue building cross‑functional partnerships.
885,2024-12-31,7,5,3,22,Works well with peers; develop deeper technical/role‑specific skills.
885,2025-10-01,8,6,7,29,Shows steady progress and communicates effectively with stakeholders.
886,2020-10-01,7,9,6,0,Reliable contributor with solid results and good collaboration.
886,2021-10-01,6,9,8,42,Good performance with growing influence across the team.
886,2022-10-01,6,5,7,32,Works well with peers; develop deeper technical/role‑specific skills.
886,2023-10-01,7,6,9,58,Good performance with growing influence across the team.
886,2024-08-11,8,4,6,55,Works well with peers; develop deeper technical/role‑specific skills.
886,2025-10-01,7,6,7,15,Meets most expectations; focus on prioritization and follow‑through.
887,2022-10-01,6,5,7,65,Solid foundation—set clearer milestones to improve predictability.
887,2023-10-01,8,8,9,37,Good performance with growing influence across the team.
887,2024-10-01,7,6,6,-10,Improve consistency and proactively flag risks earlier.
887,2025-07-09,6,10,7,50,Good performance with growing influence across the team.
888,2025-10-01,9,8,9,-1,Consistently exceeds expectations and sets a strong example for the team.
889,2021-10-01,9,9,9,-18,Demonstrates exceptional ownership and delivers high‑quality work.
889,2022-10-01,8,6,9,35,Good performance with growing influence across the team.
889,2023-10-01,8,7,6,43,Reliable contributor with solid results and good collaboration.
889,2024-10-01,9,8,7,27,Quality of work is strong; continue building cross‑functional partnerships.
889,2025-10-01,7,5,9,1,Positive attitude and dependable delivery on commitments.
890,2022-10-01,9,6,7,20,Reliable contributor with solid results and good collaboration.
890,2023-10-01,8,8,8,11,Shows steady progress and communicates effectively with stakeholders.
890,2024-10-01,8,6,9,56,Good performance with growing influence across the team.
890,2025-10-01,9,5,7,62,Reliable contributor with solid results and good collaboration.
891,2021-10-01,6,8,6,29,Works well with peers; develop deeper technical/role‑specific skills.
891,2022-10-01,8,7,9,-18,Quality of work is strong; continue building cross‑functional partnerships.
891,2023-10-01,9,8,9,34,Outstanding performance with visible impact on team outcomes.
891,2024-04-06,7,7,7,27,Good performance with growing influence across the team.
891,2025-10-01,6,8,8,24,Quality of work is strong; continue building cross‑functional partnerships.
892,2024-10-01,7,7,8,13,Quality of work is strong; continue building cross‑functional partnerships.
892,2025-09-01,9,10,10,48,Demonstrates exceptional ownership and delivers high‑quality work.
893,2023-10-01,9,6,7,8,Reliable contributor with solid results and good collaboration.
893,2024-10-01,7,5,9,26,Reliable contributor with solid results and good collaboration.
893,2025-10-01,6,6,6,70,Engagement is steady; increase participation in reviews and retros.
894,2020-10-01,7,5,6,12,Improve consistency and proactively flag risks earlier.
894,2021-10-01,6,9,8,37,Good performance with growing influence across the team.
894,2022-10-01,7,7,7,35,Shows steady progress and communicates effectively with stakeholders.
894,2023-10-01,8,6,7,32,Positive attitude and dependable delivery on commitments.
894,2024-10-01,8,6,6,9,Works well with peers; develop deeper technical/role‑specific skills.
894,2025-10-01,6,9,6,53,Shows steady progress and communicates effectively with stakeholders.
895,2025-10-01,7,7,9,34,Quality of work is strong; continue building cross‑functional partnerships.
896,2022-10-01,7,6,6,5,Improve consistency and proactively flag risks earlier.
896,2023-10-01,6,5,6,14,Solid foundation—set clearer milestones to improve predictability.
896,2024-10-01,7,9,6,39,Shows steady progress and communicates effectively with stakeholders.
896,2025-10-01,8,6,7,48,Good performance with growing influence across the team.
897,2021-10-01,7,6,6,21,Meets most expectations; focus on prioritization and follow‑through.
897,2022-10-01,7,7,6,44,Works well with peers; develop deeper technical/role‑specific skills.
897,2023-10-01,6,8,7,1,Reliable contributor with solid results and good collaboration.
897,2024-02-18,5,4,3,27,Requires closer adherence to deadlines and clearer status updates.
897,2025-10-01,6,8,7,-4,Good performance with growing influence across the team.
898,2025-10-01,7,9,8,53,Shows steady progress and communicates effectively with stakeholders.
899,2024-10-01,8,8,7,38,Positive attitude and dependable delivery on commitments.
899,2025-07-29,8,5,6,1,Solid foundation—set clearer milestones to improve predictability.
900,2023-10-01,7,5,7,0,Solid foundation—set clearer milestones to improve predictability.
900,2024-10-01,6,5,9,-3,Improve consistency and proactively flag risks earlier.
900,2025-10-01,6,7,9,47,Positive attitude and dependable delivery on commitments.
901,2021-10-01,9,8,9,47,Outstanding performance with visible impact on team outcomes.
901,2022-10-01,9,9,8,57,Outstanding performance with visible impact on team outcomes.
901,2023-10-01,9,7,9,1,Good performance with growing influence across the team.
901,2024-10-01,9,6,6,6,Quality of work is strong; continue building cross‑functional partnerships.
901,2025-10-01,6,9,8,18,Reliable contributor with solid results and good collaboration.
902,2021-10-01,6,9,9,28,Quality of work is strong; continue building cross‑functional partnerships.
902,2022-10-01,9,7,8,-17,Reliable contributor with solid results and good collaboration.
902,2023-10-01,8,8,7,-18,Reliable contributor with solid results and good collaboration.
902,2024-09-12,4,6,5,13,Improve consistency and proactively flag risks earlier.
902,2025-10-01,7,8,7,37,Positive attitude and dependable delivery on commitments.
903,2021-10-01,7,7,9,11,Positive attitude and dependable delivery on commitments.
903,2022-10-01,7,5,7,36,Solid foundation—set clearer milestones to improve predictability.
903,2023-10-01,8,8,9,39,Quality of work is strong; continue building cross‑functional partnerships.
903,2024-06-23,8,5,8,38,Positive attitude and dependable delivery on commitments.
903,2025-10-01,9,7,7,39,Good performance with growing influence across the team.
904,2025-10-01,7,8,6,11,Shows steady progress and communicates effectively with stakeholders.
905,2021-10-01,7,5,8,27,Solid foundation—set clearer milestones to improve predictability.
905,2022-10-01,6,7,9,29,Positive attitude and dependable delivery on commitments.
905,2023-10-01,9,5,8,25,Positive attitude and dependable delivery on commitments.
905,2024-07-05,10,5,4,25,Works well with peers; develop deeper technical/role‑specific skills.
905,2025-10-01,9,5,9,-12,Shows steady progress and communicates effectively with stakeholders.
906,2022-10-01,8,7,7,19,Good performance with growing influence across the team.
906,2023-10-01,7,5,6,-2,Solid foundation—set clearer milestones to improve predictability.
906,2024-10-01,8,5,6,45,Meets most expectations; focus on prioritization and follow‑through.
906,2025-10-01,7,9,8,-17,Quality of work is strong; continue building cross‑functional partnerships.
907,2022-10-01,9,8,8,58,Positive attitude and dependable delivery on commitments.
907,2023-10-01,9,7,8,16,Positive attitude and dependable delivery on commitments.
907,2024-10-01,8,5,6,36,Works well with peers; develop deeper technical/role‑specific skills.
907,2025-10-01,9,8,6,65,Good performance with growing influence across the team.
908,2023-10-01,6,6,9,22,Reliable contributor with solid results and good collaboration.
908,2024-02-15,8,7,8,18,Reliable contributor with solid results and good collaboration.
908,2025-10-01,9,7,7,-2,Good performance with growing influence across the team.
909,2024-10-01,7,5,9,15,Quality of work is strong; continue building cross‑functional partnerships.
909,2025-10-01,9,6,6,-15,Positive attitude and dependable delivery on commitments.
910,2024-10-01,8,5,7,4,Engagement is steady; increase participation in reviews and retros.
910,2025-08-25,6,9,10,60,Quality of work is strong; continue building cross‑functional partnerships.
911,2020-10-01,9,9,7,33,Quality of work is strong; continue building cross‑functional partnerships.
911,2021-10-01,7,8,8,6,Quality of work is strong; continue building cross‑functional partnerships.
911,2022-10-01,6,5,7,-16,Works well with peers; develop deeper technical/role‑specific skills.
911,2023-10-01,8,8,6,8,Reliable contributor with solid results and good collaboration.
911,2024-11-17,9,2,7,50,Works well with peers; develop deeper technical/role‑specific skills.
911,2025-10-01,9,6,9,-6,Good performance with growing influence across the team.
912,2020-10-01,6,8,8,58,Positive attitude and dependable delivery on commitments.
912,2021-10-01,8,8,8,53,Positive attitude and dependable delivery on commitments.
912,2022-10-01,8,7,7,65,Shows steady progress and communicates effectively with stakeholders.
912,2023-10-01,8,9,7,8,Good performance with growing influence across the team.
912,2024-10-01,6,8,9,14,Shows steady progress and communicates effectively with stakeholders.
912,2025-10-01,8,9,8,43,Good performance with growing influence across the team.
913,2021-10-01,9,5,8,12,Quality of work is strong; continue building cross‑functional partnerships.
913,2022-10-01,6,6,7,8,Improve consistency and proactively flag risks earlier.
913,2023-10-01,7,8,7,-8,Quality of work is strong; continue building cross‑functional partnerships.
913,2024-05-06,7,5,3,-12,Engagement is steady; increase participation in reviews and retros.
913,2025-10-01,8,8,9,33,Reliable contributor with solid results and good collaboration.
914,2023-10-01,8,7,6,11,Reliable contributor with solid results and good collaboration.
914,2024-10-01,7,9,9,64,Reliable contributor with solid results and good collaboration.
914,2025-10-01,6,7,6,35,Meets most expectations; focus on prioritization and follow‑through.
915,2022-10-01,9,8,7,33,Positive attitude and dependable delivery on commitments.
915,2023-10-01,9,5,8,27,Reliable contributor with solid results and good collaboration.
915,2024-10-28,2,4,8,75,Set short‑term goals with measurable outcomes to get back on track.
915,2025-10-01,6,7,7,42,Meets most expectations; focus on prioritization and follow‑through.
916,2024-10-01,9,8,7,31,Positive attitude and dependable delivery on commitments.
916,2025-10-01,9,6,8,11,Quality of work is strong; continue building cross‑functional partnerships.
917,2024-10-20,7,6,3,8,Improve consistency and proactively flag risks earlier.
917,2025-10-01,7,7,7,56,Quality of work is strong; continue building cross‑functional partnerships.
918,2020-10-01,8,9,9,-10,Demonstrates exceptional ownership and delivers high‑quality work.
918,2021-10-01,6,5,6,-19,Improve consistency and proactively flag risks earlier.
918,2022-10-01,7,9,9,43,Reliable contributor with solid results and good collaboration.
918,2023-10-01,6,6,6,-20,Meets most expectations; focus on prioritization and follow‑through.
918,2024-10-01,9,6,6,-3,Good performance with growing influence across the team.
918,2025-10-01,8,7,8,65,Reliable contributor with solid results and good collaboration.
919,2024-10-01,6,5,7,19,Meets most expectations; focus on prioritization and follow‑through.
919,2025-10-01,8,5,6,54,Engagement is steady; increase participation in reviews and retros.
920,2021-10-01,6,5,6,4,Improve consistency and proactively flag risks earlier.
920,2022-10-01,7,8,9,-7,Good performance with growing influence across the team.
920,2023-10-01,8,9,8,58,Reliable contributor with solid results and good collaboration.
920,2024-10-01,6,9,8,-3,Reliable contributor with solid results and good collaboration.
920,2025-10-01,6,8,8,0,Reliable contributor with solid results and good collaboration.
921,2023-10-01,6,8,7,68,Good performance with growing influence across the team.
921,2024-10-01,8,5,9,23,Shows steady progress and communicates effectively with stakeholders.
921,2025-10-01,7,8,9,25,Positive attitude and dependable delivery on commitments.
922,2021-10-01,8,7,9,33,Good performance with growing influence across the team.
922,2022-10-01,7,7,8,6,Shows steady progress and communicates effectively with stakeholders.
922,2023-10-01,7,8,7,70,Reliable contributor with solid results and good collaboration.
922,2024-10-01,7,5,6,-13,Improve consistency and proactively flag risks earlier.
922,2025-10-01,6,6,6,37,Works well with peers; develop deeper technical/role‑specific skills.
923,2023-10-01,7,6,6,16,Works well with peers; develop deeper technical/role‑specific skills.
923,2024-10-01,8,7,7,41,Positive attitude and dependable delivery on commitments.
923,2025-10-01,9,8,6,62,Reliable contributor with solid results and good collaboration.
924,2025-10-01,8,6,9,63,Positive attitude and dependable delivery on commitments.
925,2024-10-01,6,7,7,30,Works well with peers; develop deeper technical/role‑specific skills.
925,2025-10-01,7,7,6,-14,Solid foundation—set clearer milestones to improve predictability.
926,2020-10-01,6,7,9,3,Quality of work is strong; continue building cross‑functional partnerships.
926,2021-10-01,9,8,9,70,Demonstrates exceptional ownership and delivers high‑quality work.
926,2022-10-01,8,8,7,21,Shows steady progress and communicates effectively with stakeholders.
926,2023-10-01,9,7,7,-20,Reliable contributor with solid results and good collaboration.
926,2024-10-01,7,7,9,-9,Quality of work is strong; continue building cross‑functional partnerships.
926,2025-02-24,10,5,5,15,Meets most expectations; focus on prioritization and follow‑through.
927,2024-10-01,9,7,7,-15,Positive attitude and dependable delivery on commitments.
927,2025-10-01,7,6,9,15,Positive attitude and dependable delivery on commitments.
928,2021-10-01,7,6,9,-16,Quality of work is strong; continue building cross‑functional partnerships.
928,2022-10-01,6,7,8,58,Reliable contributor with solid results and good collaboration.
928,2023-10-01,8,7,6,-7,Quality of work is strong; continue building cross‑functional partnerships.
928,2024-10-01,9,9,7,7,Quality of work is strong; continue building cross‑functional partnerships.
928,2025-10-01,7,7,8,47,Shows steady progress and communicates effectively with stakeholders.
929,2022-10-01,9,9,7,35,Positive attitude and dependable delivery on commitments.
929,2023-10-01,6,8,8,48,Reliable contributor with solid results and good collaboration.
929,2024-10-01,9,5,8,22,Positive attitude and dependable delivery on commitments.
929,2025-10-01,6,8,6,40,Improve consistency and proactively flag risks earlier.
930,2020-10-01,9,8,7,20,Good performance with growing influence across the team.
930,2021-10-01,7,8,8,18,Positive attitude and dependable delivery on commitments.
930,2022-10-01,6,6,8,30,Improve consistency and proactively flag risks earlier.
930,2023-10-01,8,5,7,-15,Solid foundation—set clearer milestones to improve predictability.
930,2024-12-22,4,10,7,29,Reliable contributor with solid results and good collaboration.
930,2025-10-01,7,8,7,30,Shows steady progress and communicates effectively with stakeholders.
931,2023-10-01,6,8,6,-11,Engagement is steady; increase participation in reviews and retros.
931,2024-10-01,8,9,9,-18,Exhibits strong leadership and proactive problem solving.
931,2025-06-11,9,6,4,61,Improve consistency and proactively flag risks earlier.
932,2024-11-20,8,7,5,44,Engagement is steady; increase participation in reviews and retros.
932,2025-08-16,9,10,6,46,Reliable contributor with solid results and good collaboration.
933,2020-10-01,8,9,6,43,Positive attitude and dependable delivery on commitments.
933,2021-10-01,7,9,8,-6,Quality of work is strong; continue building cross‑functional partnerships.
933,2022-10-01,7,8,8,2,Reliable contributor with solid results and good collaboration.
933,2023-10-01,7,5,9,-10,Reliable contributor with solid results and good collaboration.
933,2024-10-26,8,9,8,20,Reliable contributor with solid results and good collaboration.
933,2025-10-01,8,6,9,-18,Reliable contributor with solid results and good collaboration.
934,2020-10-01,6,6,8,1,Engagement is steady; increase participation in reviews and retros.
934,2021-10-01,8,7,9,0,Quality of work is strong; continue building cross‑functional partnerships.
934,2022-10-01,9,6,7,26,Positive attitude and dependable delivery on commitments.
934,2023-10-01,6,7,8,49,Reliable contributor with solid results and good collaboration.
934,2024-10-01,6,5,7,-5,Solid foundation—set clearer milestones to improve predictability.
934,2025-10-01,6,6,6,14,Improve consistency and proactively flag risks earlier.
935,2020-10-01,7,5,9,23,Reliable contributor with solid results and good collaboration.
935,2021-10-01,6,9,9,45,Reliable contributor with solid results and good collaboration.
935,2022-10-01,6,8,8,-10,Positive attitude and dependable delivery on commitments.
935,2023-10-01,8,5,8,2,Quality of work is strong; continue building cross‑functional partnerships.
935,2024-10-01,9,6,8,-18,Shows steady progress and communicates effectively with stakeholders.
935,2025-04-22,5,6,7,11,Works well with peers; develop deeper technical/role‑specific skills.
936,2024-10-01,6,5,7,-2,Solid foundation—set clearer milestones to improve predictability.
936,2025-06-02,7,6,3,-9,Engagement is steady; increase participation in reviews and retros.
